#;Família (FB 2020);Espécie (FB 2020);Nome avaliação anterior;Categoria em 2014;Sugestão de Categoria 2021;EW;CR;EN,;VU;Mesma Categoria de Ameaça 2014;Aumentou a Categoria de Ameaça;Reduziu a Categoria de Ameaça;Entrou em Categoria de Ameaça;Saíram da Categoria de Ameaça;Saíram da Lista por serem sinonímias taxonômicas
194;Apocynaceae;Minaria harleyi (Fontella & Marquete) Rapini & U.C.S.Silva;Minaria harleyi;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
195;Apocynaceae;Minaria hemipogonoides (E.Fourn.) T.U.P.Konno & Rapini;Minaria hemipogonoides;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
196;Apocynaceae;Minaria magisteriana (Rapini) T.U.P.Konno & Rapini;Minaria magisteriana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
197;Apocynaceae;Minaria monocoronata (Rapini) T.U.P.Konno & Rapini;Minaria monocoronata;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
198;Apocynaceae;Minaria polygaloides (Silveira) T.U.P.Konno & Rapini;Minaria inconspicua;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
199;Apocynaceae;Minaria refractifolia (K.Schum.) T.U.P.Konno & Rapini;Minaria refractifolia;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
200;Apocynaceae;Minaria semirii (Fontella) T.U.P.Konno & Rapini;Minaria semirii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
201;Apocynaceae;Minaria volubilis Rapini & U.C.S.Silva;Minaria volubilis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
202;Apocynaceae;Monsanima morrenioides (Goyder) Liede & Meve;Monsanima morrenioides;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
203;Apocynaceae;Monsanima tinguaensis R.Santos & Fontella;Monsanima tinguaensis;;Vulnerável (VU);;;;X;;;;X;;
204;Apocynaceae;Morilloa furlanii (Fontella) Fontella, Goes & S.A.Cáceres;Hemipogon furlanii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
205;Apocynaceae;Morilloa piranii (Fontella) Fontella, Goes & S.A.Cáceres;Hemipogon piranii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
206;Apocynaceae;Mucoa duckei (Markgr.) Zarucchi;Mucoa duckei;;Em Perigo (EN);;;X;;;;;X;;
207;Apocynaceae;Orthosia arenosa Decne.;Orthosia arenosa;;Em Perigo (EN);;;X;;;;;X;;
208;Apocynaceae;Oxypetalum cordifolium subsp. mexiae (Malme) Fontella & Goyder;Oxypetalum mexiae;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
209;Apocynaceae;Oxypetalum costae Occhioni;Oxypetalum costae;;Criticamente em Perigo (CR);;X;;;;;;X;;
210;Apocynaceae;Oxypetalum dusenii Malme;Oxypetalum dusenii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
211;Apocynaceae;Oxypetalum ekblomii Malme;Oxypetalum ekblomii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
212;Apocynaceae;Oxypetalum glaziovii (E.Fourn.) Fontella & Marquete;Oxypetalum glaziovii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
213;Apocynaceae;Oxypetalum leonii Fontella;Oxypetalum leonii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
214;Apocynaceae;Oxypetalum schottii E.Fourn.;Oxypetalum schottii;;Em Perigo (EN);;;X;;;;;X;;
215;Apocynaceae;Parahancornia krukovii Monach.;Parahancornia krukovii;;Em Perigo (EN);;;X;;;;;X;;
216;Apocynaceae;Prestonia solanifolia (Müll.Arg.) Woodson;Prestonia solanifolia;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
217;Apocynaceae;Rauvolfia capixabae I.Koch & Kin.-Gouv.;Rauvolfia capixabae;;Em Perigo (EN);;;X;;;;;X;;
218;Apocynaceae;Spongiosperma longilobum (Markgr.) Zarucchi;Spongiosperma longilobum;;Em Perigo (EN);;;X;;;;;X;;
219;Apocynaceae;Tabernaemontana cumata Leeuwenb.;Tabernaemontana cumata;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
220;Aptandraceae;Cathedra paraensis Sleumer;Cathedra paraensis;;Em Perigo (EN);;;X;;;;;X;;
221;Aquifoliaceae;Ilex auricula S.Andrews;Ilex auricula;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;X;;;
222;Aquifoliaceae;Ilex diuretica Mart. ex Reissek;Ilex diuretica;;Vulnerável (VU);;;;X;;;;X;;
223;Aquifoliaceae;Ilex euryaeformis Reissek;Ilex euryaeformis;;Em Perigo (EN);;;X;;;;;X;;
224;Aquifoliaceae;Ilex loranthoides Mart. ex Reissek;Ilex loranthoides;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
225;Aquifoliaceae;Ilex prostrata Groppo;Ilex prostrata;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
226;Aquifoliaceae;Ilex sapiiformis Reissek;Ilex sapiiformis;;Criticamente em Perigo (CR);;X;;;;;;X;;
227;Aquifoliaceae;Ilex schwackeana Loes.;Ilex schwackeana;;Vulnerável (VU);;;;X;;;;X;;
228;Araceae;Anthurium augustinum K.Koch & Lauche;Anthurium augustinum;;Em Perigo (EN);;;X;;;;;X;;
229;Araceae;Anthurium binotii Linden;Anthurium binotii;;Em Perigo (EN);;;X;;;;;X;;
230;Araceae;Anthurium bragae Nadruz;Anthurium bragae;;Em Perigo (EN);;;X;;;;;X;;
231;Araceae;Anthurium cronembergerae Nadruz & Temponi;Anthurium cronembergerae;;Em Perigo (EN);;;X;;;;;X;;
232;Araceae;Anthurium jureianum Cath. & Olaio;Anthurium jureianum;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
233;Araceae;Anthurium langsdorffii Schott;Anthurium langsdorffii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
234;Araceae;Anthurium laucheanum K.Koch;Anthurium laucheanum;;Em Perigo (EN);;;X;;;;;X;;
235;Araceae;Anthurium lhotzkyanum Schott;Anthurium lhotzkyanum;;Vulnerável (VU);;;;X;;;;X;;
236;Araceae;Anthurium lucidum Kunth;Anthurium lucidum;Em Perigo (EN);Criticamente em Perigo (CR);;X;;;;X;;;;
237;Araceae;Anthurium luschnathianum Kunth;Anthurium luschnathianum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
238;Araceae;Anthurium radicans K.Koch & Haage;Anthurium radicans;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
239;Araceae;Anthurium sakuraguianum Temponi & Nadruz;Anthurium sakuraguianum;;Criticamente em Perigo (CR);;X;;;;;;X;;
240;Araceae;Anthurium simonii Nadruz;Anthurium simonii;;Em Perigo (EN);;;X;;;;;X;;
241;Araceae;Anthurium xanthophylloides G.M.Barroso;Anthurium xanthophylloides;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
242;Araceae;Heteropsis flexuosa (Kunth) G.S.Bunting;Heteropsis flexuosa;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
243;Araceae;Philodendron alternans Schott;Philodendron alternans;;Em Perigo (EN);;;X;;;;;X;;
244;Araceae;Philodendron fragile Nadruz & Mayo;Philodendron fragile;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
245;Araceae;Philodendron luisae Calazans;Philodendron luisae;;Criticamente em Perigo (CR);;X;;;;;;X;;
246;Araceae;Philodendron nadruzianum Sakur.;Philodendron nadruzianum;;Em Perigo (EN);;;X;;;;;X;;
247;Araceae;Philodendron spiritus-sancti G.S.Bunting;Philodendron spiritus-sancti;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
248;Araliaceae;Aralia bahiana J. Wen;Aralia bahiana;;Em Perigo (EN);;;X;;;;;X;;
249;Araliaceae;Dendropanax amorimii Fiaschi;Dendropanax amorimii;;Em Perigo (EN);;;X;;;;;X;;
250;Araliaceae;Dendropanax denticulatus Fiaschi;Dendropanax denticulatus;;Em Perigo (EN);;;X;;;;;X;;
251;Araliaceae;Dendropanax geniculatus Fiaschi;Dendropanax geniculatus;;Criticamente em Perigo (CR);;X;;;;;;X;;
252;Araliaceae;Dendropanax heterophyllus (Marchal) Frodin;Dendropanax heterophyllus;;Criticamente em Perigo (CR);;X;;;;;;X;;
253;Araliaceae;Dendropanax langsdorfii (Marchal) Frodin;Dendropanax langsdorfii;;Vulnerável (VU);;;;X;;;;X;;
254;Araliaceae;Dendropanax nebulosus Fiaschi & Jung-Mend.;Dendropanax nebulosus;;Em Perigo (EN);;;X;;;;;X;;
255;Araliaceae;Dendropanax trilobus (Gardner) Seem.;Dendropanax trilobus;;Criticamente em Perigo (CR);;X;;;;;;X;;
256;Araliaceae;Didymopanax acuminatus Marchal;Schefflera succinea;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
257;Araliaceae;Didymopanax auratus (Fiaschi) Fiaschi & G.M. Plunkett;Schefflera aurata;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;X;;;
258;Araliaceae;Didymopanax capixabus (Fiaschi) Fiaschi & G.M. Plunkett;Schefflera capixaba;;Criticamente em Perigo (CR);;X;;;;;;X;;
259;Araliaceae;Didymopanax gardneri Seem.;Schefflera gardneri;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
260;Araliaceae;Didymopanax glaziovii Taub.;Schefflera glaziovii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
261;Araliaceae;Didymopanax grandigemmus (Fiaschi) Fiaschi & G.M. Plunkett;Didymopanax grandigemmus;;Criticamente em Perigo (CR);;X;;;;;;X;;
262;Araliaceae;Didymopanax kollmannii (Fiaschi) Fiaschi & G.M. Plunkett;Schefflera kollmannii;;Em Perigo (EN);;;X;;;;;X;;
263;Araliaceae;Didymopanax plurifolius (Fiaschi & Frodin) Fiaschi & G.M. Plunkett;Schefflera plurifolia;;Vulnerável (VU);;;;X;;;;X;;
264;Araliaceae;Didymopanax racemiferus (Fiaschi & Frodin) Fiaschi & G.M. Plunkett;Didymopanax racemiferus;;Criticamente em Perigo (CR);;X;;;;;;X;;
265;Araliaceae;Didymopanax ruschianus (Fiaschi;Schefflera ruschiana;;Criticamente em Perigo (CR);;X;;;;;;X;;
266;Araliaceae;Didymopanax villosissimus (Fiaschi & Pirani) Fiaschi & G.M. Plunkett;Schefflera villosissima;;Em Perigo (EN);;;X;;;;;X;;
267;Araliaceae;Hydrocotyle bradei Rossberg;Hydrocotyle bradei;;Criticamente em Perigo (CR);;X;;;;;;X;;
268;Araliaceae;Hydrocotyle langsdorffii DC.;Hydrocotyle langsdorffii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
269;Araliaceae;Hydrocotyle ulei H.Wolff;Hydrocotyle ulei;;Em Perigo (EN);;;X;;;;;X;;
270;Araliaceae;Sciodaphyllum sprucei Seem.;Schefflera sprucei;Vulnerável (VU);Em Perigo (EN);;;X;;;X;;;;
271;Araucariaceae;Araucaria angustifolia (Bertol.) Kuntze;Araucaria angustifolia;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
272;Arecaceae;Acrocomia emensis (Toledo) Lorenzi;Acrocomia emensis;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
273;Arecaceae;Allagoptera brevicalyx Moraes;Allagoptera brevicalyx;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
274;Arecaceae;Attalea barreirensis Glassman;Attalea barreirensis;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
275;Arecaceae;Bactris timbuiensis H.Q.B.Fern.;Bactris timbuiensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
276;Arecaceae;Butia capitata (Mart.) Becc.;Butia capitata;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
277;Arecaceae;Butia eriospatha (Mart. ex Drude) Becc.;Butia eriospatha;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
278;Arecaceae;Butia exilata Deble & Marchiori;Butia exilata;;Criticamente em Perigo (CR);;X;;;;;;X;;
279;Arecaceae;Butia leptospatha (Burret) Noblick;Butia leptospatha;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
280;Arecaceae;Butia microspadix Burret;Butia microspadix;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
281;Arecaceae;Butia purpurascens Glassman;Butia purpurascens;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
282;Arecaceae;Butia yatay (Mart.) Becc.;Butia yatay;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
283;Arecaceae;Euterpe edulis Mart.;Euterpe edulis;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
284;Arecaceae;Syagrus glaucescens Glaz. ex Becc.;Syagrus glaucescens;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
285;Arecaceae;Syagrus macrocarpa Barb.Rodr.;Syagrus macrocarpa;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
286;Arecaceae;Syagrus mendanhensis Glassman;Syagrus mendanhensis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
287;Arecaceae;Syagrus picrophylla Barb.Rodr.;Syagrus picrophylla;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
288;Arecaceae;Syagrus ruschiana (Bondar) Glassman;Syagrus ruschiana;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
289;Arecaceae;Syagrus weddelliana (H.Wendl.) Becc.;Syagrus weddelliana;;Em Perigo (EN);;;X;;;;;X;;
290;Arecaceae;Trithrinax acanthocoma Drude;Trithrinax acanthocoma;;Vulnerável (VU);;;;X;;;;X;;
291;Aristolochiaceae;Aristolochia hypoglauca Kuhlm.;Aristolochia hypoglauca;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
292;Aristolochiaceae;Aristolochia odora Steud.;Aristolochia odora;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
293;Aristolochiaceae;Aristolochia raja Mart. & Zucc.;Aristolochia raja;;Em Perigo (EN);;;X;;;;;X;;
294;Arnelliaceae;Gongylanthus liebmannianus (Lindenb. & Gottsche) Steph.;Gongylanthus liebmannianus;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
295;Arnelliaceae;Southbya organensis Herzog;Southbya organensis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
296;Aspleniaceae;Asplenium beckeri Brade;Asplenium beckeri;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
297;Aspleniaceae;Asplenium bradeanum Handro;Asplenium bradeanum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
298;Aspleniaceae;Asplenium cariocanum Brade;Asplenium cariocanum;;Em Perigo (EN);;;X;;;;;X;;
299;Aspleniaceae;Asplenium castaneum Schltdl. & Cham.;Asplenium castaneum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
300;Aspleniaceae;Asplenium schwackei Christ;Asplenium schwackei;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
301;Aspleniaceae;Asplenium trindadense (Brade) Sylvestre;Asplenium trindadense;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
302;Asteraceae;Achyrocline eriodes (Mattf) Deble & Marchiori;Stenophalium eriodes;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
303;Asteraceae;Acmella pusilla (Hook. & Arn.) R.K.Jansen;Acmella pusilla;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
304;Asteraceae;Acritopappus buiquensis Bautista & D.J.N.Hind;Acritopappus buiquensis;;Criticamente em Perigo (CR);;X;;;;;;X;;
305;Asteraceae;Acritopappus catolesensis D.J.N.Hind & Bautista;Acritopappus catolesensis;Vulnerável (VU);Em Perigo (EN);;;X;;;X;;;;
306;Asteraceae;Acritopappus connatifolius (Soar.Nunes) R.M.King & H.Rob.;Acritopappus connatifolius;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
307;Asteraceae;Acritopappus harleyi R.M.King & H.Rob.;Acritopappus harleyi;;Criticamente em Perigo (CR);;X;;;;;;X;;
308;Asteraceae;Acritopappus irwinii R.M.King & H.Rob.;Acritopappus irwinii;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
309;Asteraceae;Acritopappus pereirae Bautista, S.Ortiz & Rodr.Oubiña;Acritopappus pereirae;;Criticamente em Perigo (CR);;X;;;;;;X;;
310;Asteraceae;Acritopappus pintoi Bautista & D.J.N.Hind;Acritopappus pintoi;Criticamente em Perigo (CR);Em Perigo (EN);;;X;;;;X;;;
311;Asteraceae;Acritopappus prunifolius R.M.King & H.Rob.;Acritopappus prunifolius;;Vulnerável (VU);;;;X;;;;X;;
312;Asteraceae;Acritopappus subtomentosus R.M.King & H.Rob.;Acritopappus subtomentosus;;Criticamente em Perigo (CR);;X;;;;;;X;;
313;Asteraceae;Acritopappus teixeirae R.M.King & H.Rob.;Acritopappus teixeirae;;Vulnerável (VU);;;;X;;;;X;;
314;Asteraceae;Agrianthus almasensis D.J.N.Hind;Agrianthus almasensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
315;Asteraceae;Agrianthus giuliettiae D.J.N.Hind;Agrianthus giuliettiae;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
316;Asteraceae;Aldama corumbensis (Malme) Magenta & Pirani;Aldama corumbensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
317;Asteraceae;Aldama filifolia (Sch.Bip. ex Baker) E.E.Schill. & Panero;Aldama filifolia;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
318;Asteraceae;Aldama goyazii E.E.Schill. & Panero;Aldama goyazii;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
319;Asteraceae;Aldama linearifolia (Chodat) E.E.Schill. & Panero;Aldama linearifolia;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
320;Asteraceae;Aldama paranensis (Malme) Magenta & Pirani;Aldama paranensis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
321;Asteraceae;Aldama vernonioides (Baker) E.E.Schill. & Panero;Aldama vernonioides;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
322;Asteraceae;Anteremanthus hatschbachii H.Rob.;Anteremanthus hatschbachii;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
323;Asteraceae;Anteremanthus piranii Roque & F.A. Santana;Anteremanthus piranii;;Em Perigo (EN);;;X;;;;;X;;
324;Asteraceae;Aspilia almasensis D.J.N.Hind;Aspilia almasensis;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
325;Asteraceae;Aspilia belo-horizontinae J.U.Santos;Aspilia belo-horizontinae;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
326;Asteraceae;Aspilia caudata J.U.Santos;Aspilia caudata;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
327;Asteraceae;Aspilia cordifolia J.U.Santos;Aspilia cordifolia;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
328;Asteraceae;Aspilia cylindrocephala H.Rob.;Aspilia cylindrocephala;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
329;Asteraceae;Aspilia diamantinae J.U.Santos;Aspilia diamantinae;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
330;Asteraceae;Aspilia diffusiflora H.Rob.;Aspilia diffusiflora;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
331;Asteraceae;Aspilia diniz-cruzeanae J.U.Santos;Aspilia diniz-cruzeanae;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
332;Asteraceae;Aspilia eglerii J.U.Santos;Aspilia eglerii;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
333;Asteraceae;Aspilia espinhacensis J.U.Santos;Aspilia espinhacensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
334;Asteraceae;Aspilia grazielae J.U.Santos;Aspilia grazielae;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
335;Asteraceae;Aspilia jugata H.Rob.;Aspilia jugata;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
336;Asteraceae;Aspilia ovalifolia (DC.) Baker;Aspilia ovalifolia;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
337;Asteraceae;Aspilia pereirae J.U.Santos;Aspilia pereirae;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
338;Asteraceae;Aspilia prostrata J.U.Santos;Aspilia prostrata;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
339;Asteraceae;Aspilia reticulata Baker;Aspilia reticulata;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
340;Asteraceae;Aspilia silphioides (Hook. & Arn.) Benth. & Hook.;Aspilia silphioides;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
341;Asteraceae;Austrocritonia rosea (Gardner) R.M.King & H.Rob.;Austrocritonia rosea;;Em Perigo (EN);;;X;;;;;X;;
342;Asteraceae;Austrocritonia taunayana (Glaz. ex B.L.Rob.) R.M.King & H.Rob.;Austrocritonia taunayana;;Em Perigo (EN);;;X;;;;;X;;
343;Asteraceae;Austroeupatorium rosmarinaceum (Cabrera & Vittet) R.M.King & H.Rob.;Austroeupatorium rosmarinaceum;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
344;Asteraceae;Baccharis aracatubensis Malag.;Baccharis aracatubensis;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
345;Asteraceae;Baccharis bifrons Baker;Baccharis bifrons;;Em Perigo (EN);;;X;;;;;X;;
346;Asteraceae;Baccharis ciliata Gardner;Baccharis ciliata;;Criticamente em Perigo (CR);;X;;;;;;X;;
347;Asteraceae;Baccharis concinna G.M.Barroso;Baccharis concinna;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
348;Asteraceae;Baccharis elliptica Gardner;Baccharis elliptica;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
349;Asteraceae;Baccharis friburgensis G.Heiden et al.;Baccharis friburgensis;;Em Perigo (EN);;;X;;;;;X;;
350;Asteraceae;Baccharis hypericifolia Baker;Baccharis hypericifolia;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
351;Asteraceae;Baccharis lychnophora Gardner;Baccharis lychnophora;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
352;Asteraceae;Baccharis penningtonii Heering;Baccharis penningtonii;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
353;Asteraceae;Baccharis polyphylla Gardner;Baccharis polyphylla;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
354;Asteraceae;Baccharis pseudoalpestris Malag.;Baccharis pseudoalpestris;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
355;Asteraceae;Baccharis pseudovaccinioides Malag.;Baccharis pseudovaccinioides;;Criticamente em Perigo (CR);;X;;;;;;X;;
356;Asteraceae;Caatinganthus rubropappus (Soar.Nunes) H.Rob.;Caatinganthus rubropappus;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
357;Asteraceae;Calea abbreviata Pruski & Urbatsch;Calea abbreviata;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
358;Asteraceae;Calea acaulis Baker;Calea acaulis;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
359;Asteraceae;Calea brittoniana Pruski;Calea brittoniana;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
360;Asteraceae;Calea gentianoides DC.;Calea gentianoides;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
361;Asteraceae;Calea heteropappa Pruski & Urbatsch;Calea heteropappa;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
362;Asteraceae;Calea kristiniae Pruski;Calea kristiniae;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
363;Asteraceae;Calea wedelioides (Baker) S.F.Blake;Calea wedelioides;;Em Perigo (EN);;;X;;;;;X;;
364;Asteraceae;Campuloclinium parvulum (Glaz.) R.M.King & H.Rob.;Campuloclinium parvulum;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
365;Asteraceae;Catolesia mentiens D.J.N.Hind;Catolesia mentiens;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
366;Asteraceae;Chaptalia chapadensis D.J.N.Hind;Chaptalia chapadensis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
367;Asteraceae;Chaptalia cordifolia (Baker) Cabrera;Chaptalia cordifolia;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
368;Asteraceae;Chaptalia hermogenis M.D.Moraes;Chaptalia hermogenis;Criticamente em Perigo (CR);Criticamente em Perigo (CR);;X;;;X;;;;;
369;Asteraceae;Chionolaena lychnophorioides Sch.Bip.;Chionolaena lychnophorioides;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
370;Asteraceae;Chresta souzae H.Rob.;Chresta souzae;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
371;Asteraceae;Chromolaena arrayana (Gardner) R.M.King & H.Robinson;Chromolaena arrayana;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
372;Asteraceae;Chromolaena costatipes (B.L.Rob.) R.M.King & H.Robinson;Chromolaena costatipes;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
373;Asteraceae;Chromolaena rhinanthacea (DC.) R.M.King & H.Rob.;Chromolaena rhinanthacea;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
374;Asteraceae;Chronopappus bifrons (DC. ex Pers.) DC.;Chronopappus bifrons;Vulnerável (VU);Em Perigo (EN);;;X;;;X;;;;
375;Asteraceae;Chrysolaena nicolackii H.Rob.;Chrysolaena nicolackii;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
376;Asteraceae;Cololobus longiangustatus ( G.M.Barroso ) H.Rob.;Cololobus longiangustatus;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
377;Asteraceae;Cololobus rupestris (Gardner) H.Rob.;Cololobus rupestris;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
378;Asteraceae;Dasyphyllum cryptocephalum (Baker) Cabrera;Dasyphyllum cryptocephalum;;Em Perigo (EN);;;X;;;;;X;;
379;Asteraceae;Dasyphyllum leptacanthum (Gardner) Cabrera;Dasyphyllum leptacanthum;;Em Perigo (EN);;;X;;;;;X;;
380;Asteraceae;Dendrophorbium catharinense (Dusén ex Cabrera) C.Jeffrey;Dendrophorbium catharinense;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
381;Asteraceae;Dendrophorbium paranense (Malme) Matzenb. & Baptista;Dendrophorbium paranense;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
382;Asteraceae;Dimerostemma annuum (Hassl.) H. Rob.;Dimerostemma annuum;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
383;Asteraceae;Dimerostemma episcopale (H.Rob.) H.Rob.;Dimerostemma episcopale;Em Perigo (EN);Em Perigo (EN);;;X;;X;;;;;
384;Asteraceae;Dimerostemma grazielae H.Rob.;Dimerostemma grazielae;Vulnerável (VU);Vulnerável (VU);;;;X;X;;;;;
